Square,Amps
2.4278E+00,1.90518E-04
2.4298E+00,1.91386E-04
2.4318E+00,1.84442E-04
2.4338E+00,1.79234E-04
2.4358E+00,2.07879E-04
2.4379E+00,1.99199E-04
2.4399E+00,1.99199E-04
2.4419E+00,2.02671E-04
2.4439E+00,2.01803E-04
2.4459E+00,1.74025E-04
2.4479E+00,1.83574E-04
2.4499E+00,1.87914E-04
2.4520E+00,1.97463E-04
2.4540E+00,2.00935E-04
2.4560E+00,2.17428E-04
2.4580E+00,2.11352E-04
2.4600E+00,2.00935E-04
2.4620E+00,2.01803E-04
2.4641E+00,2.02671E-04
2.4661E+00,1.86178E-04
2.4681E+00,1.93123E-04
2.4701E+00,1.85310E-04
2.4721E+00,1.87914E-04
2.4741E+00,1.90518E-04
2.4761E+00,2.03539E-04
2.4782E+00,1.98331E-04
2.4802E+00,1.90518E-04
2.4822E+00,1.98331E-04
2.4842E+00,1.97463E-04
2.4862E+00,2.65171E-04
2.4882E+00,1.93991E-04
2.4902E+00,1.86178E-04
2.4923E+00,1.84442E-04
2.4943E+00,1.88782E-04
2.4963E+00,2.00067E-04
2.4983E+00,2.05275E-04
2.5003E+00,2.00935E-04
2.5023E+00,2.07011E-04
2.5043E+00,2.02671E-04
2.5064E+00,1.84442E-04
2.5084E+00,1.91386E-04
2.5104E+00,1.90518E-04
2.5124E+00,1.89650E-04
2.5144E+00,1.94859E-04
2.5164E+00,2.03539E-04
2.5185E+00,1.98331E-04
2.5205E+00,1.95727E-04
2.5225E+00,2.09616E-04
2.5245E+00,1.91386E-04
2.5265E+00,1.90518E-04
2.5285E+00,1.91386E-04
2.5305E+00,1.89650E-04
2.5326E+00,1.86178E-04
2.5346E+00,1.98331E-04
2.5366E+00,2.10484E-04
2.5386E+00,2.04407E-04
2.5406E+00,1.93991E-04
2.5426E+00,2.11352E-04
2.5446E+00,1.97463E-04
2.5467E+00,1.93991E-04
2.5487E+00,1.94859E-04
2.5507E+00,1.94859E-04
2.5527E+00,1.84442E-04
2.5547E+00,2.00935E-04
2.5567E+00,2.00067E-04
2.5587E+00,1.94859E-04
2.5608E+00,2.00067E-04
2.5628E+00,2.13956E-04
2.5648E+00,1.84442E-04
2.5668E+00,1.85310E-04
2.5688E+00,1.90518E-04
2.5708E+00,1.87046E-04
2.5728E+00,1.76629E-04
2.5749E+00,1.95727E-04
2.5769E+00,2.18296E-04
2.5789E+00,2.63435E-04
2.5809E+00,1.90518E-04
2.5829E+00,2.05275E-04
2.5849E+00,1.80102E-04
2.5870E+00,1.83574E-04
2.5890E+00,1.82706E-04
2.5910E+00,1.89650E-04
2.5930E+00,1.74893E-04
2.5950E+00,1.98331E-04
2.5970E+00,1.93991E-04
2.5990E+00,1.93991E-04
2.6011E+00,1.81838E-04
2.6031E+00,1.92254E-04
2.6051E+00,1.70553E-04
2.6071E+00,1.73157E-04
2.6091E+00,1.70553E-04
2.6111E+00,1.79234E-04
2.6131E+00,1.67949E-04
2.6152E+00,2.00935E-04
2.6172E+00,1.93123E-04
2.6192E+00,2.02671E-04
2.6212E+00,2.00067E-04
2.6232E+00,2.07011E-04
2.6252E+00,1.74025E-04
2.6272E+00,1.87914E-04
2.6293E+00,1.80102E-04
2.6313E+00,1.82706E-04
2.6333E+00,1.71421E-04
2.6353E+00,2.00067E-04
2.6373E+00,1.97463E-04
2.6393E+00,1.94859E-04
2.6414E+00,1.85310E-04
2.6434E+00,2.05275E-04
2.6454E+00,1.68817E-04
2.6474E+00,1.82706E-04
2.6494E+00,1.74025E-04
2.6514E+00,1.82706E-04
2.6534E+00,1.70553E-04
2.6555E+00,1.93991E-04
2.6575E+00,1.87914E-04
2.6595E+00,1.93123E-04
2.6615E+00,1.80970E-04
2.6635E+00,1.97463E-04
2.6655E+00,1.65345E-04
2.6675E+00,1.82706E-04
2.6696E+00,1.77498E-04
2.6716E+00,1.87914E-04
2.6736E+00,2.59963E-04
2.6756E+00,2.11352E-04
2.6776E+00,1.93991E-04
2.6796E+00,1.93123E-04
2.6816E+00,1.88782E-04
2.6837E+00,2.00935E-04
2.6857E+00,1.72289E-04
2.6877E+00,1.80970E-04
2.6897E+00,1.76629E-04
2.6917E+00,1.86178E-04
2.6937E+00,1.74025E-04
2.6957E+00,1.98331E-04
2.6978E+00,1.92254E-04
2.6998E+00,1.95727E-04
2.7018E+00,1.94859E-04
2.7038E+00,2.00935E-04
2.7058E+00,1.70553E-04
2.7078E+00,1.80102E-04
2.7099E+00,1.88782E-04
2.7119E+00,1.93123E-04
2.7139E+00,1.87046E-04
2.7159E+00,2.05275E-04
2.7179E+00,1.98331E-04
2.7199E+00,1.89650E-04
2.7219E+00,1.89650E-04
2.7240E+00,1.91386E-04
2.7260E+00,1.72289E-04
2.7280E+00,1.81838E-04
2.7300E+00,1.76629E-04
2.7320E+00,1.80102E-04
2.7340E+00,1.77498E-04
2.7360E+00,1.91386E-04
2.7381E+00,1.85310E-04
2.7401E+00,1.87046E-04
2.7421E+00,1.91386E-04
2.7441E+00,1.84442E-04
2.7461E+00,1.69685E-04
2.7481E+00,1.73157E-04
2.7501E+00,1.74893E-04
2.7522E+00,1.77498E-04
2.7542E+00,1.79234E-04
2.7562E+00,2.00935E-04
2.7582E+00,1.94859E-04
2.7602E+00,1.89650E-04
2.7622E+00,1.90518E-04
2.7643E+00,1.89650E-04
2.7663E+00,1.73157E-04
2.7683E+00,2.65171E-04
2.7703E+00,1.86178E-04
2.7723E+00,1.80970E-04
2.7743E+00,1.85310E-04
2.7763E+00,2.00935E-04
2.7784E+00,1.95727E-04
2.7804E+00,1.84442E-04
2.7824E+00,1.94859E-04
2.7844E+00,1.86178E-04
2.7864E+00,1.74893E-04
2.7884E+00,1.80102E-04
2.7904E+00,1.85310E-04
2.7925E+00,1.83574E-04
2.7945E+00,1.92254E-04
2.7965E+00,1.97463E-04
2.7985E+00,1.89650E-04
2.8005E+00,1.82706E-04
2.8025E+00,1.82706E-04
2.8045E+00,1.67949E-04
2.8066E+00,1.64477E-04
2.8086E+00,1.72289E-04
2.8106E+00,1.74893E-04
2.8126E+00,1.77498E-04
2.8146E+00,1.81838E-04
2.8166E+00,1.90518E-04
2.8186E+00,1.86178E-04
2.8207E+00,1.86178E-04
2.8227E+00,1.93123E-04
2.8247E+00,1.76629E-04
2.8267E+00,1.77498E-04
2.8287E+00,1.72289E-04
2.8307E+00,1.72289E-04
2.8328E+00,1.71421E-04
2.8348E+00,1.86178E-04
2.8368E+00,1.87046E-04
2.8388E+00,1.91386E-04
2.8408E+00,1.82706E-04
2.8428E+00,1.92254E-04
2.8448E+00,1.73157E-04
2.8469E+00,1.77498E-04
2.8489E+00,1.74025E-04
2.8509E+00,1.76629E-04
2.8529E+00,1.67081E-04
2.8549E+00,1.92254E-04
2.8569E+00,1.97463E-04
2.8589E+00,1.89650E-04
2.8610E+00,2.09616E-04
2.8630E+00,2.50414E-04
2.8650E+00,1.74025E-04
2.8670E+00,1.74025E-04
2.8690E+00,1.76629E-04
2.8710E+00,1.81838E-04
2.8730E+00,1.77498E-04
2.8751E+00,2.03539E-04
2.8771E+00,2.00067E-04
2.8791E+00,2.08748E-04
2.8811E+00,1.99199E-04
2.8831E+00,2.11352E-04
2.8851E+00,1.79234E-04
2.8872E+00,1.86178E-04
2.8892E+00,1.86178E-04
2.8912E+00,1.86178E-04
2.8932E+00,1.74893E-04
2.8952E+00,2.09616E-04
2.8972E+00,2.01803E-04
2.8992E+00,2.04407E-04
2.9013E+00,1.97463E-04
2.9033E+00,2.15692E-04
2.9053E+00,1.88782E-04
2.9073E+00,1.98331E-04
2.9093E+00,1.94859E-04
2.9113E+00,1.99199E-04
2.9133E+00,1.93991E-04
2.9154E+00,2.14824E-04
2.9174E+00,2.05275E-04
2.9194E+00,1.97463E-04
2.9214E+00,2.03539E-04
2.9234E+00,2.20032E-04
2.9254E+00,1.83574E-04
2.9274E+00,1.99199E-04
2.9295E+00,1.90518E-04
2.9315E+00,1.88782E-04
2.9335E+00,1.78366E-04
2.9355E+00,2.02671E-04
2.9375E+00,1.97463E-04
2.9395E+00,1.95727E-04
2.9416E+00,1.93991E-04
2.9436E+00,2.03539E-04
2.9456E+00,1.80970E-04
2.9476E+00,1.91386E-04
2.9496E+00,1.91386E-04
2.9516E+00,1.90518E-04
2.9536E+00,1.86178E-04
2.9557E+00,2.96421E-04
2.9577E+00,2.03539E-04
2.9597E+00,2.06143E-04
2.9617E+00,2.04407E-04
2.9637E+00,2.13088E-04
2.9657E+00,1.85310E-04
2.9677E+00,1.90518E-04
2.9698E+00,1.89650E-04
2.9718E+00,1.91386E-04
2.9738E+00,1.87046E-04
2.9758E+00,2.12220E-04
2.9778E+00,1.99199E-04
2.9798E+00,2.04407E-04
2.9818E+00,1.97463E-04
2.9839E+00,2.03539E-04
2.9859E+00,1.76629E-04
2.9879E+00,1.95727E-04
2.9899E+00,1.88782E-04
2.9919E+00,1.84442E-04
2.9939E+00,1.86178E-04
2.9959E+00,2.00067E-04
2.9980E+00,1.89650E-04
3.0000E+00,1.90518E-04
3.0020E+00,1.97463E-04
3.0040E+00,4.99868E-03
3.0060E+00,8.17230E-03
3.0080E+00,1.11326E-03
3.0101E+00,2.33053E-04
3.0121E+00,2.07011E-04
3.0141E+00,1.95727E-04
3.0161E+00,2.08748E-04
3.0181E+00,2.00067E-04
3.0201E+00,2.00935E-04
3.0221E+00,1.98331E-04
3.0242E+00,2.01803E-04
3.0262E+00,1.85310E-04
3.0282E+00,1.91386E-04
3.0302E+00,1.86178E-04
3.0322E+00,1.90518E-04
3.0342E+00,1.93991E-04
3.0362E+00,2.07011E-04
3.0383E+00,2.02671E-04
3.0403E+00,1.93991E-04
3.0423E+00,1.97463E-04
3.0443E+00,1.88782E-04
3.0463E+00,1.77498E-04
3.0483E+00,1.92254E-04
3.0503E+00,1.88782E-04
3.0524E+00,1.87914E-04
3.0544E+00,1.97463E-04
3.0564E+00,2.03539E-04
3.0584E+00,1.97463E-04
3.0604E+00,1.94859E-04
3.0624E+00,1.97463E-04
3.0645E+00,1.89650E-04
3.0665E+00,1.82706E-04
3.0685E+00,1.90518E-04
3.0705E+00,1.88782E-04
3.0725E+00,1.90518E-04
3.0745E+00,2.00067E-04
3.0765E+00,2.12220E-04
3.0786E+00,2.08748E-04
3.0806E+00,1.97463E-04
3.0826E+00,2.07011E-04
3.0846E+00,1.98331E-04
3.0866E+00,1.93991E-04
3.0886E+00,2.00067E-04
3.0906E+00,2.03539E-04
3.0927E+00,1.98331E-04
3.0947E+00,2.02671E-04
3.0967E+00,2.12220E-04
3.0987E+00,2.13088E-04
3.1007E+00,2.04407E-04
3.1027E+00,2.07879E-04
3.1047E+00,1.94859E-04
3.1068E+00,1.90518E-04
3.1088E+00,1.88782E-04
3.1108E+00,1.90518E-04
3.1128E+00,1.81838E-04
3.1148E+00,2.00935E-04
3.1168E+00,1.93991E-04
3.1188E+00,2.02671E-04
3.1209E+00,1.94859E-04
3.1229E+00,2.10484E-04
3.1249E+00,1.90518E-04
3.1269E+00,1.88782E-04
3.1289E+00,1.90518E-04
3.1309E+00,1.92254E-04
3.1330E+00,1.82706E-04
3.1350E+00,2.03539E-04
3.1370E+00,2.66039E-04
3.1390E+00,2.41734E-04
3.1410E+00,1.94859E-04
3.1430E+00,2.14824E-04
3.1450E+00,1.87914E-04
3.1471E+00,1.85310E-04
3.1491E+00,1.80970E-04
3.1511E+00,1.87914E-04
3.1531E+00,1.76629E-04
3.1551E+00,2.01803E-04
3.1571E+00,1.98331E-04
3.1591E+00,1.97463E-04
3.1612E+00,1.94859E-04
3.1632E+00,2.02671E-04
3.1652E+00,1.70553E-04
3.1672E+00,1.78366E-04
3.1692E+00,1.80102E-04
3.1712E+00,1.91386E-04
3.1732E+00,1.77498E-04
3.1753E+00,2.03539E-04
3.1773E+00,1.93123E-04
3.1793E+00,1.98331E-04
3.1813E+00,1.82706E-04
3.1833E+00,2.01803E-04
3.1853E+00,1.69685E-04
3.1874E+00,1.83574E-04
3.1894E+00,1.77498E-04
3.1914E+00,1.83574E-04
3.1934E+00,1.69685E-04
3.1954E+00,2.00067E-04
3.1974E+00,1.92254E-04
3.1994E+00,2.00067E-04
3.2015E+00,1.90518E-04
3.2035E+00,2.07011E-04
3.2055E+00,1.70553E-04
3.2075E+00,1.86178E-04
3.2095E+00,1.77498E-04
3.2115E+00,1.90518E-04
3.2135E+00,1.74893E-04
3.2156E+00,2.04407E-04
3.2176E+00,1.97463E-04
3.2196E+00,1.99199E-04
3.2216E+00,1.94859E-04
3.2236E+00,2.07011E-04
3.2256E+00,1.79234E-04
3.2276E+00,1.80970E-04
3.2297E+00,1.74025E-04
3.2317E+00,2.17428E-04
3.2337E+00,2.39998E-04
3.2357E+00,2.13088E-04
3.2377E+00,1.95727E-04
3.2397E+00,2.02671E-04
3.2417E+00,1.98331E-04
3.2438E+00,2.02671E-04
3.2458E+00,1.83574E-04
3.2478E+00,1.84442E-04
3.2498E+00,1.81838E-04
3.2518E+00,1.84442E-04
3.2538E+00,1.74893E-04
3.2559E+00,2.03539E-04
3.2579E+00,1.92254E-04
3.2599E+00,1.88782E-04
3.2619E+00,1.91386E-04
3.2639E+00,1.99199E-04
3.2659E+00,1.83574E-04
3.2679E+00,1.87046E-04
3.2700E+00,1.83574E-04
3.2720E+00,1.86178E-04
3.2740E+00,1.86178E-04
3.2760E+00,2.10484E-04
3.2780E+00,2.03539E-04
3.2800E+00,1.98331E-04
3.2820E+00,1.99199E-04
3.2841E+00,1.94859E-04
3.2861E+00,1.80102E-04
3.2881E+00,1.88782E-04
3.2901E+00,1.89650E-04
3.2921E+00,1.97463E-04
3.2941E+00,1.93123E-04
3.2961E+00,2.06143E-04
3.2982E+00,1.93991E-04
3.3002E+00,1.90518E-04
3.3022E+00,1.90518E-04
3.3042E+00,1.89650E-04
3.3062E+00,1.68817E-04
3.3082E+00,1.80970E-04
3.3103E+00,1.83574E-04
3.3123E+00,1.79234E-04
3.3143E+00,1.84442E-04
3.3163E+00,2.03539E-04
3.3183E+00,2.00935E-04
3.3203E+00,1.94859E-04
3.3223E+00,1.94859E-04
3.3244E+00,1.89650E-04
3.3264E+00,2.59963E-04
3.3284E+00,1.87046E-04
3.3304E+00,1.83574E-04
3.3324E+00,1.85310E-04
3.3344E+00,1.86178E-04
3.3364E+00,2.05275E-04
3.3385E+00,2.00935E-04
3.3405E+00,1.99199E-04
3.3425E+00,2.05275E-04
3.3445E+00,1.95727E-04
3.3465E+00,1.82706E-04
3.3485E+00,1.78366E-04
3.3505E+00,1.88782E-04
3.3526E+00,1.86178E-04
3.3546E+00,1.98331E-04
3.3566E+00,2.02671E-04
3.3586E+00,1.93991E-04
3.3606E+00,1.87046E-04
3.3626E+00,1.99199E-04
3.3646E+00,1.81838E-04
3.3667E+00,1.81838E-04
3.3687E+00,1.88782E-04
3.3707E+00,1.82706E-04
3.3727E+00,1.78366E-04
3.3747E+00,1.95727E-04
3.3767E+00,1.97463E-04
3.3788E+00,1.82706E-04
3.3808E+00,1.79234E-04
3.3828E+00,1.89650E-04
3.3848E+00,1.74893E-04
3.3868E+00,1.68817E-04
3.3888E+00,1.71421E-04
3.3908E+00,1.74893E-04
3.3929E+00,1.74025E-04
3.3949E+00,1.94859E-04
3.3969E+00,1.97463E-04
3.3989E+00,1.95727E-04
3.4009E+00,1.91386E-04
3.4029E+00,2.03539E-04
3.4049E+00,1.78366E-04
3.4070E+00,1.76629E-04
3.4090E+00,1.71421E-04
3.4110E+00,1.78366E-04
3.4130E+00,1.69685E-04
3.4150E+00,1.87046E-04
3.4170E+00,1.87914E-04
3.4190E+00,2.59963E-04
3.4211E+00,1.91386E-04
3.4231E+00,1.93123E-04
3.4251E+00,1.67949E-04
3.4271E+00,1.80102E-04
3.4291E+00,1.77498E-04
3.4311E+00,1.80102E-04
3.4332E+00,1.63609E-04
3.4352E+00,1.98331E-04
3.4372E+00,1.90518E-04
3.4392E+00,1.86178E-04
3.4412E+00,1.84442E-04
3.4432E+00,2.00067E-04
3.4452E+00,1.67949E-04
3.4473E+00,1.80970E-04
3.4493E+00,1.78366E-04
3.4513E+00,1.90518E-04
3.4533E+00,1.80102E-04
3.4553E+00,2.06143E-04
3.4573E+00,1.93123E-04
3.4593E+00,1.92254E-04
3.4614E+00,1.88782E-04
3.4634E+00,2.12220E-04
3.4654E+00,1.74893E-04
3.4674E+00,1.88782E-04
3.4694E+00,1.85310E-04
3.4714E+00,1.88782E-04
3.4734E+00,1.77498E-04
3.4755E+00,2.06143E-04
3.4775E+00,1.89650E-04
3.4795E+00,1.88782E-04
3.4815E+00,1.82706E-04
3.4835E+00,2.00935E-04
3.4855E+00,1.76629E-04
3.4876E+00,1.87046E-04
3.4896E+00,1.84442E-04
3.4916E+00,1.89650E-04
3.4936E+00,1.81838E-04
3.4956E+00,2.08748E-04
3.4976E+00,1.94859E-04
3.4996E+00,1.93991E-04
3.5017E+00,1.95727E-04
3.5037E+00,2.07011E-04
3.5057E+00,1.74893E-04
3.5077E+00,1.84442E-04
3.5097E+00,1.80102E-04
3.5117E+00,1.97463E-04
3.5137E+00,2.71248E-04
3.5158E+00,2.13956E-04
3.5178E+00,2.04407E-04
3.5198E+00,2.00067E-04
3.5218E+00,1.95727E-04
3.5238E+00,2.06143E-04
3.5258E+00,1.77498E-04
3.5278E+00,1.83574E-04
3.5299E+00,1.82706E-04
3.5319E+00,1.87914E-04
3.5339E+00,1.88782E-04
3.5359E+00,2.02671E-04
3.5379E+00,2.00067E-04
3.5399E+00,2.00067E-04
3.5419E+00,1.99199E-04
3.5440E+00,2.07011E-04
3.5460E+00,1.80102E-04
3.5480E+00,1.80102E-04
3.5500E+00,1.73157E-04
3.5520E+00,1.74025E-04
3.5540E+00,1.74025E-04
3.5561E+00,1.93123E-04
3.5581E+00,1.95727E-04
3.5601E+00,1.89650E-04
3.5621E+00,1.94859E-04
3.5641E+00,2.01803E-04
3.5661E+00,1.81838E-04
3.5681E+00,1.90518E-04
3.5702E+00,1.80970E-04
3.5722E+00,1.91386E-04
3.5742E+00,1.87914E-04
3.5762E+00,2.06143E-04
3.5782E+00,2.00935E-04
3.5802E+00,1.99199E-04
3.5822E+00,2.01803E-04
3.5843E+00,1.97463E-04
3.5863E+00,1.93991E-04
3.5883E+00,1.99199E-04
3.5903E+00,1.97463E-04
3.5923E+00,1.94859E-04
3.5943E+00,1.88782E-04
3.5963E+00,2.09616E-04
3.5984E+00,1.99199E-04
3.6004E+00,1.97463E-04
3.6024E+00,2.04407E-04
3.6044E+00,2.80796E-04
3.6064E+00,1.93123E-04
3.6084E+00,1.99199E-04
3.6105E+00,2.02671E-04
3.6125E+00,1.98331E-04
3.6145E+00,1.99199E-04
3.6165E+00,2.09616E-04
3.6185E+00,2.07879E-04
3.6205E+00,2.00935E-04
3.6225E+00,2.11352E-04
3.6246E+00,1.93123E-04
3.6266E+00,1.90518E-04
3.6286E+00,1.97463E-04
3.6306E+00,1.95727E-04
3.6326E+00,1.84442E-04
3.6346E+00,2.00067E-04
3.6366E+00,2.12220E-04
3.6387E+00,2.06143E-04
3.6407E+00,2.00935E-04
3.6427E+00,2.08748E-04
3.6447E+00,1.94859E-04
3.6467E+00,1.93123E-04
3.6487E+00,1.99199E-04
3.6507E+00,1.99199E-04
3.6528E+00,1.84442E-04
3.6548E+00,2.01803E-04
3.6568E+00,2.01803E-04
3.6588E+00,2.00935E-04
3.6608E+00,1.98331E-04
3.6628E+00,2.06143E-04
3.6648E+00,1.88782E-04
3.6669E+00,1.89650E-04
3.6689E+00,1.87046E-04
3.6709E+00,2.02671E-04
3.6729E+00,1.89650E-04
3.6749E+00,2.10484E-04
3.6769E+00,2.03539E-04
3.6790E+00,2.05275E-04
3.6810E+00,1.98331E-04
3.6830E+00,2.17428E-04
3.6850E+00,2.00067E-04
3.6870E+00,2.00067E-04
3.6890E+00,1.93123E-04
3.6910E+00,2.04407E-04
3.6931E+00,1.93123E-04
3.6951E+00,2.83400E-04
3.6971E+00,2.24373E-04
3.6991E+00,2.07011E-04
3.7011E+00,1.99199E-04
3.7031E+00,2.07011E-04
3.7051E+00,1.71421E-04
3.7072E+00,1.84442E-04
3.7092E+00,1.86178E-04
3.7112E+00,1.90518E-04
3.7132E+00,1.80102E-04
3.7152E+00,2.10484E-04
3.7172E+00,2.04407E-04
3.7192E+00,2.03539E-04
3.7213E+00,1.89650E-04
3.7233E+00,2.02671E-04
3.7253E+00,1.80102E-04
3.7273E+00,1.86178E-04
3.7293E+00,1.79234E-04
3.7313E+00,1.84442E-04
3.7334E+00,1.80102E-04
3.7354E+00,2.07011E-04
3.7374E+00,2.01803E-04
3.7394E+00,2.00935E-04
3.7414E+00,1.86178E-04
3.7434E+00,2.03539E-04
3.7454E+00,1.67949E-04
3.7475E+00,1.76629E-04
3.7495E+00,1.78366E-04
3.7515E+00,1.91386E-04
3.7535E+00,1.80102E-04
3.7555E+00,1.99199E-04
3.7575E+00,1.90518E-04
3.7595E+00,1.95727E-04
3.7616E+00,1.87914E-04
3.7636E+00,1.97463E-04
3.7656E+00,1.64477E-04
3.7676E+00,1.85310E-04
3.7696E+00,1.81838E-04
3.7716E+00,1.89650E-04
3.7736E+00,1.78366E-04
3.7757E+00,2.05275E-04
3.7777E+00,1.93123E-04
3.7797E+00,1.98331E-04
3.7817E+00,1.87046E-04
3.7837E+00,1.87046E-04
3.7857E+00,1.64477E-04
3.7877E+00,1.70553E-04
3.7898E+00,2.54755E-04
3.7918E+00,1.88782E-04
3.7938E+00,1.74025E-04
3.7958E+00,1.98331E-04
3.7978E+00,1.89650E-04
3.7998E+00,1.94859E-04
3.8019E+00,1.92254E-04
3.8039E+00,2.00935E-04
3.8059E+00,1.73157E-04
3.8079E+00,1.82706E-04
3.8099E+00,1.80102E-04
3.8119E+00,1.80102E-04
3.8139E+00,1.80970E-04
3.8160E+00,2.05275E-04
3.8180E+00,1.94859E-04
3.8200E+00,1.87914E-04
3.8220E+00,1.87046E-04
3.8240E+00,1.91386E-04
3.8260E+00,1.71421E-04
3.8280E+00,1.79234E-04
3.8301E+00,1.79234E-04
3.8321E+00,1.84442E-04
3.8341E+00,1.82706E-04
3.8361E+00,1.94859E-04
3.8381E+00,1.85310E-04
3.8401E+00,1.84442E-04
3.8421E+00,1.91386E-04
3.8442E+00,1.90518E-04
3.8462E+00,1.68817E-04
3.8482E+00,1.79234E-04
3.8502E+00,1.80970E-04
3.8522E+00,1.88782E-04
3.8542E+00,1.93123E-04
3.8563E+00,2.11352E-04
3.8583E+00,2.02671E-04
3.8603E+00,2.04407E-04
3.8623E+00,2.01803E-04
3.8643E+00,1.93123E-04
3.8663E+00,1.83574E-04
3.8683E+00,1.87914E-04
3.8704E+00,1.90518E-04
3.8724E+00,1.89650E-04
3.8744E+00,1.91386E-04
3.8764E+00,2.07879E-04
3.8784E+00,2.11352E-04
3.8804E+00,1.98331E-04
3.8824E+00,2.67775E-04
3.8845E+00,2.07879E-04
3.8865E+00,1.80102E-04
3.8885E+00,1.88782E-04
3.8905E+00,1.91386E-04
3.8925E+00,1.83574E-04
3.8945E+00,1.89650E-04
3.8965E+00,2.03539E-04
3.8986E+00,1.95727E-04
3.9006E+00,1.91386E-04
3.9026E+00,1.93991E-04
3.9046E+00,1.89650E-04
3.9066E+00,1.83574E-04
3.9086E+00,1.86178E-04
3.9106E+00,1.92254E-04
3.9127E+00,1.90518E-04
3.9147E+00,1.94859E-04
3.9167E+00,2.01803E-04
3.9187E+00,1.99199E-04
3.9207E+00,1.86178E-04
3.9227E+00,1.99199E-04
3.9248E+00,1.80102E-04
3.9268E+00,1.78366E-04
3.9288E+00,1.76629E-04
3.9308E+00,1.84442E-04
3.9328E+00,1.82706E-04
3.9348E+00,2.00935E-04
3.9368E+00,1.95727E-04
3.9389E+00,1.95727E-04
3.9409E+00,1.93991E-04
3.9429E+00,1.99199E-04
3.9449E+00,1.80102E-04
3.9469E+00,1.83574E-04
3.9489E+00,1.87046E-04
3.9509E+00,1.92254E-04
3.9530E+00,1.77498E-04
3.9550E+00,2.02671E-04
3.9570E+00,1.95727E-04
3.9590E+00,1.95727E-04
3.9610E+00,1.86178E-04
3.9630E+00,2.07011E-04
3.9650E+00,1.81838E-04
3.9671E+00,1.82706E-04
3.9691E+00,1.74893E-04
3.9711E+00,1.80102E-04
3.9731E+00,2.19164E-04
3.9751E+00,2.34789E-04
3.9771E+00,1.83574E-04
3.9792E+00,1.80970E-04
3.9812E+00,1.77498E-04
3.9832E+00,1.98331E-04
3.9852E+00,1.72289E-04
3.9872E+00,1.74893E-04
3.9892E+00,1.70553E-04
3.9912E+00,1.84442E-04
3.9933E+00,1.67081E-04
3.9953E+00,1.93123E-04
3.9973E+00,1.76629E-04
3.9993E+00,1.83574E-04
4.0013E+00,1.72289E-04
4.0033E+00,1.86178E-04
4.0053E+00,1.50588E-04
4.0074E+00,1.66213E-04
4.0094E+00,1.54928E-04
4.0114E+00,1.67081E-04
4.0134E+00,1.63609E-04
4.0154E+00,1.93991E-04
4.0174E+00,1.82706E-04
4.0194E+00,1.88782E-04
4.0215E+00,1.92254E-04
4.0235E+00,1.99199E-04
4.0255E+00,1.74025E-04
4.0275E+00,1.80102E-04
4.0295E+00,1.76629E-04
4.0315E+00,1.82706E-04
4.0336E+00,1.71421E-04
4.0356E+00,2.00935E-04
4.0376E+00,1.93123E-04
4.0396E+00,1.93123E-04
4.0416E+00,1.91386E-04
4.0436E+00,2.00067E-04
4.0456E+00,1.67081E-04
4.0477E+00,1.82706E-04
4.0497E+00,1.79234E-04
4.0517E+00,1.76629E-04
4.0537E+00,1.61004E-04
4.0557E+00,1.92254E-04
4.0577E+00,1.81838E-04
4.0597E+00,1.83574E-04
4.0618E+00,1.82706E-04
4.0638E+00,1.86178E-04
4.0658E+00,1.61004E-04
4.0678E+00,2.60831E-04
4.0698E+00,1.79234E-04
4.0718E+00,1.79234E-04
4.0738E+00,1.76629E-04
4.0759E+00,1.98331E-04
4.0779E+00,2.00935E-04
4.0799E+00,1.84442E-04
4.0819E+00,1.84442E-04
4.0839E+00,1.93991E-04
4.0859E+00,1.72289E-04
4.0879E+00,1.84442E-04
4.0900E+00,1.83574E-04
4.0920E+00,1.83574E-04
4.0940E+00,1.87914E-04
4.0960E+00,2.06143E-04
4.0980E+00,1.94859E-04
4.1000E+00,1.93123E-04
4.1021E+00,2.00935E-04
4.1041E+00,2.00935E-04
4.1061E+00,1.81838E-04
4.1081E+00,1.87914E-04
4.1101E+00,1.90518E-04
4.1121E+00,1.87046E-04
4.1141E+00,1.85310E-04
4.1162E+00,2.02671E-04
4.1182E+00,1.92254E-04
4.1202E+00,1.83574E-04
4.1222E+00,1.89650E-04
4.1242E+00,1.89650E-04
4.1262E+00,1.68817E-04
4.1282E+00,1.69685E-04
4.1303E+00,1.79234E-04
4.1323E+00,1.81838E-04
4.1343E+00,1.83574E-04
4.1363E+00,2.00067E-04
4.1383E+00,1.92254E-04
4.1403E+00,1.95727E-04
4.1423E+00,2.01803E-04
4.1444E+00,2.00067E-04
4.1464E+00,1.80970E-04
4.1484E+00,1.80970E-04
4.1504E+00,1.88782E-04
4.1524E+00,1.86178E-04
4.1544E+00,1.87046E-04
4.1565E+00,1.98331E-04
4.1585E+00,1.90518E-04
4.1605E+00,1.87046E-04
4.1625E+00,2.01803E-04
4.1645E+00,2.75588E-04
4.1665E+00,1.90518E-04
4.1685E+00,1.92254E-04
4.1706E+00,1.85310E-04
4.1726E+00,1.78366E-04
4.1746E+00,1.85310E-04
4.1766E+00,1.93991E-04
4.1786E+00,2.00067E-04
4.1806E+00,1.92254E-04
4.1826E+00,2.05275E-04
4.1847E+00,1.89650E-04
4.1867E+00,1.81838E-04
